is_canceled,hotel,arrival_date_month,lead_time,adr,market_segment,customer_type,deposit_type,total_of_special_requests,booking_changes,arrival_month_num,days_in_waiting_list,is_repeated_guest,required_car_parking_spaces,previous_cancellations
0,City Hotel,September,91,80.0,Offline TA/TO,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,City Hotel,December,6,67.0,Corporate,Transient,No Deposit,1,2,12,0,1,1,0
0,City Hotel,October,3,0.0,Complementary,Transient,No Deposit,0,3,10,0,0,0,0
0,City Hotel,October,0,112.0,Corporate,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,7,116.8,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,2,104.0,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,91,132.6,Online TA,Transient,No Deposit,1,1,10,0,0,0,0
0,City Hotel,November,66,93.6,Online TA,Transient,No Deposit,3,0,11,0,0,0,0
0,City Hotel,November,51,112.0,Offline TA/TO,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,November,21,74.48,Online TA,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,November,4,133.98,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,31,64.67,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,214,75.0,Groups,Transient,No Deposit,0,2,11,0,0,0,0
0,City Hotel,December,4,190.0,Online TA,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,29,85.0,Corporate,Transient-Party,No Deposit,2,3,12,0,0,0,0
0,City Hotel,December,61,102.6,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,November,96,79.2,Direct,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,December,116,79.2,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,December,62,111.6,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,December,74,92.65,Offline TA/TO,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,65,156.61,Online TA,Transient,No Deposit,1,1,12,0,0,0,0
0,City Hotel,December,96,166.0,Offline TA/TO,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,January,1,83.7,Direct,Transient,No Deposit,0,1,1,0,0,0,0
0,City Hotel,January,0,78.4,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,February,45,73.46,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,City Hotel,February,70,78.0,Groups,Transient-Party,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,12,80.0,Online TA,Transient,No Deposit,1,1,2,0,0,0,0
0,City Hotel,February,1,83.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,March,3,75.0,Offline TA/TO,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,106,97.2,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,24,80.0,Offline TA/TO,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,8,103.0,Direct,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,96,79.2,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,29,112.0,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,March,1,104.0,Direct,Transient,No Deposit,0,1,3,0,0,0,0
0,City Hotel,March,70,75.0,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,April,77,92.0,Offline TA/TO,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,75,85.0,Offline TA/TO,Transient-Party,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,175,117.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,8,140.0,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,April,157,99.0,Online TA,Transient,No Deposit,1,1,4,0,0,0,0
0,City Hotel,April,123,120.24,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,44,106.67,Groups,Transient-Party,No Deposit,1,1,4,0,0,0,0
0,City Hotel,April,225,207.38,Groups,Transient-Party,No Deposit,0,0,4,0,0,0,0
0,City Hotel,May,117,108.0,Direct,Transient-Party,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,3,130.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,75,112.1,Offline TA/TO,Transient,No Deposit,0,1,5,0,0,0,0
0,City Hotel,May,115,85.0,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,32,130.0,Groups,Transient-Party,No Deposit,0,2,5,0,0,0,0
0,City Hotel,May,6,110.0,Groups,Transient-Party,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,19,184.29,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,95,117.0,Direct,Transient,No Deposit,3,0,5,0,0,0,0
0,City Hotel,May,109,144.0,Online TA,Transient,No Deposit,2,0,5,0,0,0,0
0,City Hotel,May,0,171.0,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,82,189.0,Online TA,Transient-Party,No Deposit,2,2,5,0,0,0,0
0,City Hotel,June,135,85.0,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,98,115.2,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,16,213.33,Online TA,Transient,No Deposit,1,1,6,0,0,0,0
0,City Hotel,June,2,234.0,Direct,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,182,144.38,Direct,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,41,106.4,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,0,109.0,Direct,Transient,No Deposit,0,1,6,0,0,0,0
0,City Hotel,June,169,99.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,1,152.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,0,136.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,233,111.06,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,July,16,160.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,59,96.39,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,131,89.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,1,170.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,21,89.0,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,130,120.83,Online TA,Transient,No Deposit,3,0,7,0,0,0,0
0,City Hotel,July,189,103.1,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,August,259,89.1,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,63,140.0,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,August,179,80.1,Offline TA/TO,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,202,112.5,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,170,148.5,Online TA,Transient-Party,No Deposit,2,4,8,0,0,1,0
0,City Hotel,August,156,91.75,Offline TA/TO,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,166,146.25,Direct,Transient-Party,No Deposit,0,1,8,0,0,0,0
0,City Hotel,August,122,135.0,Direct,Transient,No Deposit,0,1,8,0,0,0,0
0,City Hotel,August,105,112.5,Direct,Transient,No Deposit,0,2,8,0,0,0,0
0,City Hotel,May,0,65.14,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,31,140.4,Online TA,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,10,109.5,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,56,120.0,Groups,Transient-Party,No Deposit,0,0,5,0,0,0,0
0,City Hotel,June,188,80.75,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,247,115.0,Offline TA/TO,Transient-Party,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,118,110.0,Offline TA/TO,Transient-Party,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,1,115.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,20,115.6,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,48,98.87,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,99,94.35,Online TA,Transient,No Deposit,1,1,6,0,0,0,0
0,City Hotel,July,147,103.7,Online TA,Transient-Party,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,22,139.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,0,0.0,Online TA,Transient,No Deposit,2,2,7,0,1,0,0
0,City Hotel,July,36,131.15,Direct,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,3,131.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,169,94.5,Direct,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,August,2,109.0,Online TA,Transient,No Deposit,0,1,8,0,0,0,0
0,City Hotel,August,2,169.33,Direct,Transient,No Deposit,2,0,8,0,0,1,0
0,City Hotel,August,0,92.17,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,73,205.38,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,August,7,67.0,Corporate,Transient,No Deposit,1,0,8,0,0,1,0
0,City Hotel,August,125,117.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,87,131.4,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,September,99,137.1,Online TA,Transient,No Deposit,1,1,9,0,0,0,0
0,City Hotel,September,126,89.24,Offline TA/TO,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,59,126.9,Direct,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,4,149.0,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,16,123.0,Direct,Transient,No Deposit,0,0,9,0,0,1,0
0,City Hotel,September,34,226.95,Direct,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,3,148.13,Corporate,Transient-Party,No Deposit,0,1,9,0,0,1,0
0,City Hotel,September,51,149.4,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,276,58.17,Offline TA/TO,Transient-Party,No Deposit,0,0,9,178,0,0,0
0,City Hotel,September,39,138.7,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,1,146.0,Corporate,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,1,118.0,Corporate,Transient-Party,No Deposit,0,2,9,0,0,0,0
0,City Hotel,October,109,0.0,Complementary,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,163,91.63,Online TA,Transient,No Deposit,1,2,10,0,0,0,0
0,City Hotel,October,94,111.33,Online TA,Transient,No Deposit,1,1,10,0,0,0,0
0,City Hotel,October,27,65.0,Corporate,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,26,139.0,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,87,112.25,Offline TA/TO,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,1,119.0,Offline TA/TO,Transient-Party,No Deposit,1,0,10,0,0,1,0
0,City Hotel,October,36,100.0,Offline TA/TO,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,October,86,83.3,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,48,94.97,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,City Hotel,November,39,174.25,Online TA,Transient,No Deposit,2,0,11,0,0,0,0
0,City Hotel,November,15,130.9,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,15,107.99,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,11,80.75,Online TA,Transient,No Deposit,2,0,11,0,0,0,0
0,City Hotel,November,0,0.0,Offline TA/TO,Transient,No Deposit,0,0,11,0,1,0,0
0,City Hotel,November,31,57.59,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,December,29,85.0,Corporate,Transient-Party,No Deposit,1,3,12,0,0,0,0
0,City Hotel,December,22,146.5,Direct,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,24,104.0,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,50,111.6,Online TA,Transient,No Deposit,2,1,12,0,0,0,0
0,City Hotel,January,7,68.33,Offline TA/TO,Transient,No Deposit,1,1,1,0,0,0,0
0,City Hotel,January,98,95.4,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,33,100.0,Groups,Transient-Party,No Deposit,2,1,1,0,0,0,0
0,City Hotel,January,11,107.0,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,1,74.8,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,112,70.72,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,February,64,67.5,Offline TA/TO,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,0,0.0,Online TA,Transient,No Deposit,3,0,2,0,1,0,0
0,City Hotel,February,6,108.8,Online TA,Transient,No Deposit,3,0,2,0,0,0,0
0,City Hotel,February,0,108.0,Online TA,Transient,No Deposit,1,0,2,0,0,1,0
0,City Hotel,February,28,75.0,Offline TA/TO,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,1,78.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,22,80.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,City Hotel,February,1,98.0,Direct,Transient,No Deposit,0,1,2,0,0,0,0
0,City Hotel,February,0,108.0,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,247,85.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,City Hotel,March,24,75.0,Offline TA/TO,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,0,108.0,Direct,Transient,No Deposit,0,1,3,0,0,0,0
0,City Hotel,March,40,67.76,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,June,27,95.0,Direct,Transient,No Deposit,0,0,6,0,1,0,1
0,City Hotel,March,15,108.0,Direct,Transient,No Deposit,0,2,3,0,0,0,0
0,City Hotel,March,77,150.0,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,1,118.0,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,209,90.93,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,April,88,166.5,Online TA,Transient-Party,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,1,95.0,Offline TA/TO,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,43,172.07,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,City Hotel,April,0,162.67,Direct,Transient,No Deposit,1,1,4,0,0,1,0
0,City Hotel,April,113,135.0,Direct,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,16,128.0,Direct,Transient,No Deposit,0,0,4,0,0,0,0
0,City Hotel,April,36,224.0,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,April,12,155.0,Direct,Transient,No Deposit,0,1,4,0,0,0,0
0,City Hotel,April,17,130.5,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,City Hotel,May,77,80.0,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,35,99.0,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,104,92.17,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,10,95.0,Aviation,Transient,No Deposit,0,0,5,0,0,0,0
0,City Hotel,May,14,160.0,Online TA,Transient,No Deposit,3,0,5,0,0,0,0
0,City Hotel,May,151,162.0,Online TA,Transient,No Deposit,4,0,5,0,0,0,0
0,City Hotel,June,176,120.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,208,101.38,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,434,112.67,Groups,Transient-Party,No Deposit,2,0,6,0,0,0,0
0,City Hotel,June,175,171.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,2,150.0,Direct,Group,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,111,108.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,85,189.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,25,100.0,Corporate,Transient-Party,No Deposit,0,1,6,0,0,0,0
0,City Hotel,June,0,100.0,Direct,Transient,No Deposit,0,1,6,0,0,0,0
0,City Hotel,June,41,235.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,8,159.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,July,33,109.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,132,152.1,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,June,219,112.75,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,July,116,108.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,180,80.1,Offline TA/TO,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,184,107.1,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,90,190.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,7,126.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,241,68.61,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,105,230.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,53,160.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,175,94.23,Online TA,Transient,No Deposit,2,3,7,0,0,0,0
0,City Hotel,July,31,170.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,201,130.5,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,95,155.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,August,2,230.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,185,80.1,Offline TA/TO,Transient,No Deposit,1,2,8,0,0,0,0
0,City Hotel,August,180,80.1,Offline TA/TO,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,130,89.1,Offline TA/TO,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,August,156,157.5,Online TA,Transient,No Deposit,2,0,8,0,0,1,0
0,City Hotel,August,236,193.28,Online TA,Transient,No Deposit,2,1,8,0,0,0,0
0,City Hotel,August,268,125.1,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,149,93.6,Offline TA/TO,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,95,115.0,Offline TA/TO,Transient-Party,No Deposit,0,4,8,0,0,0,0
0,City Hotel,May,28,135.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,February,0,65.0,Offline TA/TO,Transient,No Deposit,3,0,2,0,1,0,2
0,City Hotel,May,6,106.25,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,City Hotel,May,5,110.0,Corporate,Transient-Party,No Deposit,1,0,5,0,0,0,0
0,City Hotel,June,102,71.0,Groups,Transient-Party,No Deposit,2,1,6,0,0,0,0
0,City Hotel,June,54,126.9,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,June,14,109.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,City Hotel,June,27,131.44,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,City Hotel,July,81,108.9,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,93,84.0,Corporate,Transient,No Deposit,0,2,7,0,0,0,0
0,City Hotel,July,116,125.0,Direct,Transient,No Deposit,0,2,7,0,0,0,0
0,City Hotel,July,97,81.25,Offline TA/TO,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,75,115.5,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,7,154.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,6,169.0,Online TA,Transient,No Deposit,2,1,7,0,0,0,0
0,City Hotel,July,106,139.95,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,99,141.75,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,23,139.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,City Hotel,July,14,85.0,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,City Hotel,July,54,168.3,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,City Hotel,July,159,115.5,Direct,Transient-Party,No Deposit,1,0,7,0,0,1,0
0,City Hotel,August,23,166.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,25,160.0,Online TA,Transient,No Deposit,1,0,8,0,0,1,0
0,City Hotel,August,115,77.18,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,137,136.34,Online TA,Transient,No Deposit,1,2,8,0,0,0,0
0,City Hotel,August,122,68.0,Offline TA/TO,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,11,191.35,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,103,211.8,Direct,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,August,160,106.75,Online TA,Transient-Party,No Deposit,0,0,8,0,0,1,0
0,City Hotel,August,136,120.63,Direct,Transient-Party,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,307,158.4,Online TA,Contract,No Deposit,1,1,8,0,0,0,0
0,City Hotel,August,38,90.95,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,198,137.7,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,154,114.3,Online TA,Transient,No Deposit,1,0,8,0,0,1,0
0,City Hotel,August,178,127.93,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,City Hotel,August,53,140.7,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,City Hotel,August,21,140.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,City Hotel,September,58,99.0,Online TA,Transient,No Deposit,3,0,9,0,0,0,0
0,City Hotel,September,14,209.0,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,32,85.5,Offline TA/TO,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,72,149.4,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,0,168.0,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,City Hotel,September,8,169.38,Corporate,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,3,90.0,Offline TA/TO,Transient,No Deposit,0,0,9,0,0,0,0
0,City Hotel,September,21,99.33,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,City Hotel,September,91,80.0,Offline TA/TO,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,City Hotel,October,32,95.0,Corporate,Transient,No Deposit,0,1,10,0,0,0,0
0,City Hotel,October,12,130.0,Groups,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,22,213.0,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,City Hotel,October,185,128.7,Online TA,Transient,No Deposit,2,0,10,0,0,0,0
0,City Hotel,October,192,123.0,Groups,Transient-Party,No Deposit,0,2,10,0,0,0,0
0,City Hotel,October,4,133.33,Online TA,Transient,No Deposit,2,0,10,0,0,0,0
0,City Hotel,November,0,84.0,Corporate,Group,No Deposit,0,3,11,0,1,0,0
0,City Hotel,November,0,0.0,Corporate,Transient,No Deposit,1,1,11,0,1,0,0
0,City Hotel,November,18,120.0,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,96,79.0,Corporate,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,November,282,77.0,Offline TA/TO,Transient,No Deposit,0,0,11,0,0,0,0
0,City Hotel,November,0,0.0,Online TA,Transient,No Deposit,1,0,11,0,1,0,0
0,City Hotel,November,0,73.0,Corporate,Transient,No Deposit,1,0,11,0,0,0,0
0,City Hotel,December,30,85.0,Corporate,Transient-Party,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,80,88.0,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,24,88.0,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,December,49,98.1,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,77,75.0,Offline TA/TO,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,1,202.0,Online TA,Transient,No Deposit,0,0,12,0,0,0,0
0,City Hotel,December,70,113.87,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,City Hotel,December,23,86.0,Direct,Transient,No Deposit,0,4,12,0,0,1,0
0,City Hotel,December,54,98.1,Offline TA/TO,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,300,67.5,Online TA,Transient,No Deposit,3,0,12,0,0,0,0
0,City Hotel,December,4,144.0,Direct,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,December,6,119.0,Online TA,Transient,No Deposit,3,0,12,0,0,0,0
0,City Hotel,December,294,82.11,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
0,City Hotel,January,9,87.69,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,22,159.7,Online TA,Transient,No Deposit,2,1,1,0,0,0,0
0,City Hotel,January,43,68.07,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,58,79.2,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,City Hotel,January,32,75.0,Groups,Transient-Party,No Deposit,0,2,1,0,0,0,0
0,City Hotel,January,42,150.24,Online TA,Transient,No Deposit,1,2,1,0,0,0,0
0,City Hotel,January,8,123.33,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,55,88.4,Online TA,Transient,No Deposit,0,0,1,0,0,0,0
0,City Hotel,January,14,90.4,Offline TA/TO,Transient,No Deposit,0,1,1,0,0,0,0
0,City Hotel,January,0,88.0,Direct,Transient,No Deposit,0,1,1,0,0,0,0
0,City Hotel,February,31,106.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,7,0.0,Online TA,Transient,No Deposit,1,1,2,0,0,0,0
0,City Hotel,February,190,104.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,City Hotel,February,134,0.0,Groups,Transient-Party,No Deposit,0,0,2,0,0,0,0
0,City Hotel,March,1,117.0,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,City Hotel,March,85,79.2,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,City Hotel,March,75,91.8,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,City Hotel,March,34,139.67,Direct,Transient,No Deposit,3,0,3,0,0,0,0
